Company,CompanyLocation,Year,BeanOrigin,Continent,CocoaPercent,CocoaBin,IngredientCount,IngredientInitials,Characteristic,Rating
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,Africa,70.0,60-70%,4,"B,S,C,L",chemical,2.75
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,Africa,65.0,60-70%,4,"B,S,C,L",complex,3.0
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,Africa,65.0,60-70%,4,"B,S,C,L",sweet,3.0
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,Africa,65.0,60-70%,4,"B,S,C,L",sour,3.0
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,Africa,65.0,60-70%,4,"B,S,C,L",grassy,3.0
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,Africa,75.0,70-80%,4,"B,S,C,L",bland,3.0
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,Africa,75.0,70-80%,4,"B,S,C,L",fatty,3.0
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,Africa,75.0,70-80%,4,"B,S,C,L",fruit,3.0
Doble & Bignall,U.K.,2014,Panama,North America,72.0,70-80%,3,"B,S,C",earthy,3.25
Doble & Bignall,U.K.,2014,Venezuela,South America,72.0,70-80%,3,"B,S,C",fatty,3.25
Doble & Bignall,U.K.,2014,Venezuela,South America,72.0,70-80%,3,"B,S,C",nutty,3.25
Doble & Bignall,U.K.,2014,Nicaragua,North America,72.0,70-80%,3,"B,S,C",nutty,3.5
Doble & Bignall,U.K.,2014,Nicaragua,North America,72.0,70-80%,3,"B,S,C",caramel,3.5
Doble & Bignall,U.K.,2014,Nicaragua,North America,72.0,70-80%,3,"B,S,C",toffee,3.5
Doble & Bignall,U.K.,2015,Venezuela,South America,85.0,80-90%,3,"B,S,C",intense,3.0
Doble & Bignall,U.K.,2015,Venezuela,South America,85.0,80-90%,3,"B,S,C",spicy,3.0
Doble & Bignall,U.K.,2015,Venezuela,South America,85.0,80-90%,3,"B,S,C",floral,3.0
Dolfin (Belcolade),Belgium,2006,Blend,Other,70.0,60-70%,3,"B,S,L",acidic,1.5
Dolfin (Belcolade),Belgium,2006,Blend,Other,70.0,60-70%,3,"B,S,L",astringent,1.5
Dolfin (Belcolade),Belgium,2008,Blend,Other,88.0,80-90%,3,"B,S,L",sticky,3.0
Dolfin (Belcolade),Belgium,2008,Blend,Other,88.0,80-90%,3,"B,S,L",floral,3.0
Domori,Italy,2006,Venezuela,South America,70.0,60-70%,2,"B,S",long lasting,3.0
Domori,Italy,2006,Venezuela,South America,70.0,60-70%,2,"B,S",fruit,3.0
Domori,Italy,2006,Peru,South America,70.0,60-70%,2,"B,S",floral,3.25
Domori,Italy,2006,Peru,South America,70.0,60-70%,2,"B,S",olive,3.25
Domori,Italy,2006,Venezuela,South America,70.0,60-70%,2,"B,S",creamy,3.5
Domori,Italy,2006,Venezuela,South America,70.0,60-70%,2,"B,S",basic cocoa,3.5
Domori,Italy,2007,Venezuela,South America,75.0,70-80%,2,"B,S",sticky,3.25
Domori,Italy,2007,Venezuela,South America,75.0,70-80%,2,"B,S",smoke,3.25
Domori,Italy,2007,Venezuela,South America,75.0,70-80%,2,"B,S",ham,3.25
Domori,Italy,2007,Venezuela,South America,75.0,70-80%,2,"B,S",earthy,3.25
Domori,Italy,2007,Venezuela,South America,60.0,50-60%,2,"B,S",mild spice,3.25
Domori,Italy,2007,Venezuela,South America,60.0,50-60%,2,"B,S",licorice,3.25
Domori,Italy,2007,Madagascar,Africa,70.0,60-70%,2,"B,S",fruity,3.5
Domori,Italy,2007,Madagascar,Africa,70.0,60-70%,2,"B,S",basic cocoa,3.5
Domori,Italy,2007,Madagascar,Africa,70.0,60-70%,2,"B,S",smooth,3.5
Domori,Italy,2007,Madagascar,Africa,70.0,60-70%,2,"B,S",banana,3.5
Domori,Italy,2007,Madagascar,Africa,70.0,60-70%,2,"B,S",cocoa,3.5
Domori,Italy,2007,Indonesia,Asia,70.0,60-70%,2,"B,S",creamy,3.75
Domori,Italy,2007,Indonesia,Asia,70.0,60-70%,2,"B,S",smokey,3.75
Domori,Italy,2007,Indonesia,Asia,70.0,60-70%,2,"B,S",tobacco,3.75
Domori,Italy,2007,Venezuela,South America,70.0,60-70%,2,"B,S",creamy,4.0
Domori,Italy,2007,Venezuela,South America,70.0,60-70%,2,"B,S",complex,4.0
Domori,Italy,2007,Venezuela,South America,70.0,60-70%,2,"B,S",coffee,4.0
Domori,Italy,2007,Ecuador,South America,70.0,60-70%,2,"B,S",creamy,4.0
Domori,Italy,2007,Ecuador,South America,70.0,60-70%,2,"B,S",nuts,4.0
Domori,Italy,2007,Ecuador,South America,70.0,60-70%,2,"B,S",woody,4.0
Domori,Italy,2007,Ecuador,South America,70.0,60-70%,2,"B,S",cocoa,4.0
Domori,Italy,2007,Venezuela,South America,70.0,60-70%,2,"B,S",creamy,4.0
Domori,Italy,2007,Venezuela,South America,70.0,60-70%,2,"B,S",mint,4.0
Domori,Italy,2007,Venezuela,South America,70.0,60-70%,2,"B,S",tobacco,4.0
Domori,Italy,2007,Venezuela,South America,70.0,60-70%,2,"B,S",olive,4.0
Domori,Italy,2008,Colombia,South America,70.0,60-70%,2,"B,S",creamy,3.0
Domori,Italy,2008,Colombia,South America,70.0,60-70%,2,"B,S",woody,3.0
Domori,Italy,2008,Colombia,South America,70.0,60-70%,2,"B,S",earthy,3.0
Domori,Italy,2008,Blend,Other,78.0,70-80%,2,"B,S",sticky,3.5
Domori,Italy,2008,Blend,Other,78.0,70-80%,2,"B,S",grassy,3.5
Domori,Italy,2008,Blend,Other,78.0,70-80%,2,"B,S",coffee,3.5
Domori,Italy,2008,Blend,Other,70.0,60-70%,2,"B,S",sticky,3.75
Domori,Italy,2008,Blend,Other,70.0,60-70%,2,"B,S",olive,3.75
Domori,Italy,2010,Venezuela,South America,70.0,60-70%,2,"B,S",subtle,3.0
Domori,Italy,2010,Venezuela,South America,70.0,60-70%,2,"B,S",caramel,3.0
Domori,Italy,2010,Venezuela,South America,70.0,60-70%,2,"B,S",sour milk,3.0
Domori,Italy,2011,Venezuela,South America,70.0,60-70%,2,"B,S",smooth,3.5
Domori,Italy,2011,Venezuela,South America,70.0,60-70%,2,"B,S",intense,3.5
Domori,Italy,2011,Venezuela,South America,70.0,60-70%,2,"B,S",smoke,3.5
Domori,Italy,2011,Venezuela,South America,70.0,60-70%,2,"B,S",nut,3.5
Domori,Italy,2012,Tanzania,Africa,70.0,60-70%,2,"B,S",sticky,3.5
Domori,Italy,2012,Tanzania,Africa,70.0,60-70%,2,"B,S",nutty,3.5
Domori,Italy,2012,Venezuela,South America,70.0,60-70%,2,"B,S",creamy,3.75
Domori,Italy,2012,Venezuela,South America,70.0,60-70%,2,"B,S",coffee,3.75
Domori,Italy,2012,Venezuela,South America,70.0,60-70%,2,"B,S",caramel,3.75
Domori,Italy,2015,Ecuador,South America,70.0,60-70%,2,"B,S",floral,3.75
Domori,Italy,2015,Ecuador,South America,70.0,60-70%,2,"B,S",creamy,3.75
Domori,Italy,2015,Venezuela,South America,70.0,60-70%,2,"B,S",nutty,3.75
Domori,Italy,2015,Venezuela,South America,70.0,60-70%,2,"B,S",strawberry,3.75
Domori,Italy,2015,Venezuela,South America,70.0,60-70%,2,"B,S",creamy,3.75
Domori,Italy,2018,Tanzania,Africa,70.0,60-70%,2,"B,S",creamy,4.0
Domori,Italy,2018,Tanzania,Africa,70.0,60-70%,2,"B,S",sticky,4.0
Domori,Italy,2018,Tanzania,Africa,70.0,60-70%,2,"B,S",fruit,4.0
Dormouse,U.K.,2015,Venezuela,South America,70.0,60-70%,3,"B,S,C",burnt rubber,2.5
Dormouse,U.K.,2015,Venezuela,South America,70.0,60-70%,3,"B,S,C",molasses,2.5
Dormouse,U.K.,2015,Colombia,South America,80.0,70-80%,3,"B,S,C",bitter,2.75
Dormouse,U.K.,2015,Colombia,South America,80.0,70-80%,3,"B,S,C",molasses,2.75
Dormouse,U.K.,2015,Colombia,South America,80.0,70-80%,3,"B,S,C",marshmallow,2.75
Dormouse,U.K.,2015,Madagascar,Africa,77.0,70-80%,3,"B,S,C",fruity,2.75
Dormouse,U.K.,2015,Madagascar,Africa,77.0,70-80%,3,"B,S,C",molasses,2.75
Dormouse,U.K.,2016,Grenada,North America,75.0,70-80%,3,"B,S*,C",licorice,2.75
Dormouse,U.K.,2016,Grenada,North America,75.0,70-80%,3,"B,S*,C",molasses,2.75
Dormouse,U.K.,2016,Grenada,North America,75.0,70-80%,3,"B,S*,C",rubber,2.75
Dormouse,U.K.,2018,Guatemala,North America,72.0,70-80%,3,"B,S*,C",cocoa,3.5
Dormouse,U.K.,2018,Peru,South America,80.0,70-80%,2,"B,S*",molasses,3.5
Dormouse,U.K.,2018,Peru,South America,80.0,70-80%,2,"B,S*",fruit,3.5
Double Spiral,U.S.A.,2019,Dominican Republic,North America,75.0,70-80%,2,"B,S",dry,2.5
Double Spiral,U.S.A.,2019,Dominican Republic,North America,75.0,70-80%,2,"B,S",earthy,2.5
Double Spiral,U.S.A.,2019,Tanzania,Africa,70.0,60-70%,2,"B,S",dry,2.75
Double Spiral,U.S.A.,2019,Tanzania,Africa,70.0,60-70%,2,"B,S",sour,2.75
Double Spiral,U.S.A.,2019,Tanzania,Africa,70.0,60-70%,2,"B,S",sweet,2.75
Double Spiral,U.S.A.,2019,Tanzania,Africa,70.0,60-70%,2,"B,S",mild fruit,2.75
Double Spiral,U.S.A.,2019,Dominican Republic,North America,75.0,70-80%,2,"B,S",dry,3.0
Double Spiral,U.S.A.,2019,Dominican Republic,North America,75.0,70-80%,2,"B,S",cocoa,3.0
Double Spiral,U.S.A.,2019,Dominican Republic,North America,75.0,70-80%,2,"B,S",grassy,3.0
Double Spiral,U.S.A.,2019,Dominican Republic,North America,75.0,70-80%,2,"B,S",spicy,3.0
Duffy's,U.K.,2010,Ecuador,South America,70.0,60-70%,3,"B,S,C",chalky,2.5
Duffy's,U.K.,2010,Ecuador,South America,70.0,60-70%,3,"B,S,C",dirt,2.5
Duffy's,U.K.,2010,Ecuador,South America,72.0,70-80%,3,"B,S,C",rich cocoa,3.75
Duffy's,U.K.,2010,Ecuador,South America,72.0,70-80%,3,"B,S,C",fruity,3.75
Duffy's,U.K.,2010,Ecuador,South America,72.0,70-80%,3,"B,S,C",strong floral,3.75
Duffy's,U.K.,2010,Peru,South America,70.0,60-70%,3,"B,S,C",spice,3.75
Duffy's,U.K.,2011,Panama,North America,72.0,70-80%,3,"B,S,C",licorice,3.0
Duffy's,U.K.,2011,Panama,North America,72.0,70-80%,3,"B,S,C",leathery,3.0
Duffy's,U.K.,2011,Nicaragua,North America,71.0,70-80%,3,"B,S,C",intense,3.25
Duffy's,U.K.,2011,Nicaragua,North America,71.0,70-80%,3,"B,S,C",coffee,3.25
Duffy's,U.K.,2011,Dominican Republic,North America,65.0,60-70%,3,"B,S,C",heavy roast,3.5
Duffy's,U.K.,2011,Dominican Republic,North America,65.0,60-70%,3,"B,S,C",woody,3.5
Duffy's,U.K.,2011,Dominican Republic,North America,65.0,60-70%,3,"B,S,C",berry,3.5
Duffy's,U.K.,2011,Honduras,North America,72.0,70-80%,3,"B,S,C",dried fruit,3.75
Duffy's,U.K.,2011,Honduras,North America,72.0,70-80%,3,"B,S,C",grapes,3.75
Duffy's,U.K.,2011,Honduras,North America,72.0,70-80%,3,"B,S,C",sour,3.75
Duffy's,U.K.,2012,Venezuela,South America,72.0,70-80%,3,"B,S,C",creamy,3.75
Duffy's,U.K.,2012,Venezuela,South America,72.0,70-80%,3,"B,S,C",nutty,3.75
Duffy's,U.K.,2014,Nicaragua,North America,70.0,60-70%,4,"B,S,C,L",sandy,3.5
Duffy's,U.K.,2014,Nicaragua,North America,70.0,60-70%,4,"B,S,C,L",spicy,3.5
Duffy's,U.K.,2014,Nicaragua,North America,76.0,70-80%,4,"B,S,C,L",black pepper,3.75
Duffy's,U.K.,2014,Nicaragua,North America,76.0,70-80%,4,"B,S,C,L",rich,3.75
Duffy's,U.K.,2014,Nicaragua,North America,76.0,70-80%,4,"B,S,C,L",intense,3.75
Duffy's,U.K.,2015,Guatemala,North America,70.0,60-70%,4,"B,S,C,L",intense,4.0
Duffy's,U.K.,2015,Guatemala,North America,70.0,60-70%,4,"B,S,C,L",spicy,4.0
Duffy's,U.K.,2015,Guatemala,North America,70.0,60-70%,4,"B,S,C,L",butterscotch,4.0
Duffy's,U.K.,2018,Guatemala,North America,80.0,70-80%,4,"B,S,C,L",cocoa,3.25
Duffy's,U.K.,2018,Guatemala,North America,80.0,70-80%,4,"B,S,C,L",roasty,3.25
Duffy's,U.K.,2019,Philippines,Asia,70.0,60-70%,4,"B,S,C,L",cocoa,3.5
Duffy's,U.K.,2019,Philippines,Asia,70.0,60-70%,4,"B,S,C,L",honey,3.5
Duffy's,U.K.,2019,Philippines,Asia,70.0,60-70%,4,"B,S,C,L",sweet,3.5
Duffy's,U.K.,2021,Nicaragua,North America,70.0,60-70%,4,"B,S,C,L",fruit,3.5
Dulcinea,U.S.A.,2015,Dominican Republic,North America,70.0,60-70%,2,"B,S",coarse,3.25
Dulcinea,U.S.A.,2015,Dominican Republic,North America,70.0,60-70%,2,"B,S",earthy,3.25
Durci,U.S.A.,2015,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",acidic,3.25
Durci,U.S.A.,2015,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",rich cocoa,3.25
Durci,U.S.A.,2015,Venezuela,South America,70.0,60-70%,3,"B,S,C",cherry,3.25
Durci,U.S.A.,2015,Venezuela,South America,70.0,60-70%,3,"B,S,C",earthy,3.25
Durci,U.S.A.,2015,Venezuela,South America,70.0,60-70%,3,"B,S,C",tobacco,3.25
Durci,U.S.A.,2015,Peru,South America,70.0,60-70%,3,"B,S,C",sandy,3.5
Durci,U.S.A.,2015,Peru,South America,70.0,60-70%,3,"B,S,C",orange,3.5
Durci,U.S.A.,2015,Peru,South America,70.0,60-70%,3,"B,S,C",butterscotch,3.5
Durci,U.S.A.,2015,Venezuela,South America,70.0,60-70%,3,"B,S,C",fatty,3.5
Durci,U.S.A.,2015,Venezuela,South America,70.0,60-70%,3,"B,S,C",roasty,3.5
Durci,U.S.A.,2018,Peru,South America,70.0,60-70%,3,"B,S,C",grape,4.0
East Van Roasters,Canada,2014,Peru,South America,70.0,60-70%,3,"B,S,C",waxy,3.25
East Van Roasters,Canada,2014,Peru,South America,70.0,60-70%,3,"B,S,C",spicy,3.25
East Van Roasters,Canada,2014,Peru,South America,70.0,60-70%,3,"B,S,C",tobacco,3.25
East Van Roasters,Canada,2014,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",spicy,3.75
East Van Roasters,Canada,2014,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",cocoa,3.75
Eau de Rose,Canada,2016,Colombia,South America,70.0,60-70%,3,"B,S,C",dried fruit,3.25
Eau de Rose,Canada,2016,Colombia,South America,70.0,60-70%,3,"B,S,C",strong floral,3.25
Eau de Rose,Canada,2016,Colombia,South America,70.0,60-70%,3,"B,S,C",mild,3.25
Eau de Rose,Canada,2016,Colombia,South America,70.0,60-70%,3,"B,S,C",dried fruit,3.25
Eclat (Felchlin),U.S.A.,2012,Peru,South America,72.0,70-80%,3,"B,S,C",buttery,2.75
Eclat (Fruition),U.S.A.,2019,Peru,South America,80.0,70-80%,2,"B,S",nutty,3.5
Edelmond,Germany,2016,Venezuela,South America,68.0,60-70%,2,"B,S",dry,3.0
Edelmond,Germany,2016,Venezuela,South America,68.0,60-70%,2,"B,S",gritty,3.0
Edelmond,Germany,2016,Venezuela,South America,68.0,60-70%,2,"B,S",cardboard,3.0
Edelmond,Germany,2016,Venezuela,South America,68.0,60-70%,2,"B,S",nutty,3.0
El Buen,U.S.A.,2020,Madagascar,Africa,70.0,60-70%,2,"B,S",molasses,3.0
El Buen,U.S.A.,2020,Madagascar,Africa,70.0,60-70%,2,"B,S",red fruit,3.0
El Buen,U.S.A.,2020,Madagascar,Africa,70.0,60-70%,2,"B,S",astringent,3.0
El Buen,U.S.A.,2020,Colombia,South America,70.0,60-70%,2,"B,S",cocoa,3.0
El Buen,U.S.A.,2020,Colombia,South America,70.0,60-70%,2,"B,S",spice,3.0
El Buen,U.S.A.,2020,Colombia,South America,70.0,60-70%,2,"B,S",dirty,3.0
El Ceibo,Bolivia,2008,Bolivia,South America,71.0,70-80%,4,"B,S,C,L",lemon,2.75
El Ceibo,Bolivia,2008,Bolivia,South America,71.0,70-80%,4,"B,S,C,L",tart,2.75
El Ceibo,Bolivia,2008,Bolivia,South America,71.0,70-80%,4,"B,S,C,L",burnt,2.75
El Ceibo,Bolivia,2008,Bolivia,South America,71.0,70-80%,4,"B,S,C,L",chemical,2.75
El Ceibo,Bolivia,2011,Bolivia,South America,75.0,70-80%,4,"B,S,C,L",nutty,3.75
El Ceibo,Bolivia,2011,Bolivia,South America,75.0,70-80%,4,"B,S,C,L",rich,3.75
El Ceibo,Bolivia,2011,Bolivia,South America,75.0,70-80%,4,"B,S,C,L",red berry,3.75
El Rey,Venezuela,2006,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",gritty,2.75
El Rey,Venezuela,2006,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",chalky,2.75
El Rey,Venezuela,2006,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",earthy,2.75
El Rey,Venezuela,2006,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",sour,2.75
El Rey,Venezuela,2008,Venezuela,South America,74.0,70-80%,5,"B,S,C,V,L",sandy,2.5
El Rey,Venezuela,2008,Venezuela,South America,74.0,70-80%,5,"B,S,C,V,L",banana,2.5
El Rey,Venezuela,2008,Venezuela,South America,74.0,70-80%,5,"B,S,C,V,L",sour,2.5
El Rey,Venezuela,2008,Venezuela,South America,58.0,50-60%,5,"B,S,C,V,L",gritty,2.5
El Rey,Venezuela,2008,Venezuela,South America,58.0,50-60%,5,"B,S,C,V,L",sweet,2.5
El Rey,Venezuela,2008,Venezuela,South America,58.0,50-60%,5,"B,S,C,V,L",banana,2.5
El Rey,Venezuela,2008,Venezuela,South America,58.0,50-60%,5,"B,S,C,V,L",smoke,2.5
El Rey,Venezuela,2008,Venezuela,South America,61.0,60-70%,5,"B,S,C,V,L",muted,3.0
El Rey,Venezuela,2008,Venezuela,South America,61.0,60-70%,5,"B,S,C,V,L",cherry,3.0
El Rey,Venezuela,2008,Venezuela,South America,61.0,60-70%,5,"B,S,C,V,L",banana,3.0
El Rey,Venezuela,2009,Venezuela,South America,60.5,60-70%,5,"B,S,C,V,L",very sweet,2.75
El Rey,Venezuela,2009,Venezuela,South America,60.5,60-70%,5,"B,S,C,V,L",marshmallow,2.75
El Rey,Venezuela,2009,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",sandy,3.0
El Rey,Venezuela,2009,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",bold,3.0
El Rey,Venezuela,2009,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",cherry,3.0
El Rey,Venezuela,2009,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",peanut butter,3.0
El Rey,Venezuela,2015,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",spicy,3.75
El Rey,Venezuela,2015,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",caramel,3.75
El Rey,Venezuela,2015,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",vanilla,3.75
Eldora,U.S.A.,2019,Guatemala,North America,70.0,60-70%,3,"B,S,C",cocoa,3.5
Emerald Estate,St. Lucia,2013,St. Lucia,North America,60.0,50-60%,2,"B,S",too sweet,2.75
Emerald Estate,St. Lucia,2013,St. Lucia,North America,70.0,60-70%,2,"B,S",sandy,3.25
Emerald Estate,St. Lucia,2013,St. Lucia,North America,70.0,60-70%,2,"B,S",tannic,3.25
Emerald Estate,St. Lucia,2013,St. Lucia,North America,70.0,60-70%,2,"B,S",earthy,3.25
Emily's,Japan,2015,Venezuela,South America,79.0,70-80%,3,"B,S,C",coarse,3.0
Emily's,Japan,2015,Venezuela,South America,79.0,70-80%,3,"B,S,C",woody,3.0
Emily's,Japan,2015,Venezuela,South America,79.0,70-80%,3,"B,S,C",roasty,3.0
Emily's,Japan,2015,Peru,South America,78.0,70-80%,3,"B,S,C",nutty,3.5
Encuentro,France,2018,Dominican Republic,North America,70.0,60-70%,2,"B,S",earthy,3.25
Encuentro,France,2018,Dominican Republic,North America,70.0,60-70%,2,"B,S",floral,3.25
Encuentro,France,2018,Dominican Republic,North America,70.0,60-70%,2,"B,S",cocoa,3.25
Encuentro,France,2018,Haiti,North America,70.0,60-70%,2,"B,S",simple,3.5
Encuentro,France,2018,Haiti,North America,70.0,60-70%,2,"B,S",mild cocoa,3.5
Encuentro,France,2018,Haiti,North America,70.0,60-70%,2,"B,S",fruit,3.5
Encuentro,France,2018,Guatemala,North America,70.0,60-70%,2,"B,S",spicy,3.5
Encuentro,France,2018,Guatemala,North America,70.0,60-70%,2,"B,S",sweet,3.5
Encuentro,France,2018,Madagascar,Africa,70.0,60-70%,2,"B,S",fruity,3.5
Encuentro,France,2018,Madagascar,Africa,70.0,60-70%,2,"B,S",roasty,3.5
ENNA,U.S.A.,2016,Honduras,North America,75.0,70-80%,2,"B,S",heavy roast,3.25
ENNA,U.S.A.,2018,Vietnam,Asia,72.0,70-80%,2,"B,S",brownie,3.0
ENNA,U.S.A.,2018,Vietnam,Asia,72.0,70-80%,2,"B,S",spicy,3.0
ENNA,U.S.A.,2019,Sierra Leone,Africa,70.0,60-70%,3,"B,S,C",dirty,2.5
ENNA,U.S.A.,2019,Sierra Leone,Africa,70.0,60-70%,3,"B,S,C",earthy,2.5
ENNA,U.S.A.,2019,Sierra Leone,Africa,70.0,60-70%,3,"B,S,C",burnt,2.5
ENNA,U.S.A.,2019,Sierra Leone,Africa,70.0,60-70%,3,"B,S,C",honey,2.5
ENNA,U.S.A.,2019,Tanzania,Africa,80.0,70-80%,3,"B,S,C",fruit,3.0
ENNA,U.S.A.,2019,Tanzania,Africa,80.0,70-80%,3,"B,S,C",dirty,3.0
ENNA,U.S.A.,2019,Trinidad,North America,72.0,70-80%,3,"B,S,C",raisins,3.5
ENNA,U.S.A.,2019,Trinidad,North America,72.0,70-80%,3,"B,S,C",nut,3.5
ENNA,U.S.A.,2019,Trinidad,North America,72.0,70-80%,3,"B,S,C",rubbery,3.5
Erithaj (A. Morin),France,2014,Vietnam,Asia,80.0,70-80%,3,"B,S,C",mild bitter,3.0
Erithaj (A. Morin),France,2014,Vietnam,Asia,80.0,70-80%,3,"B,S,C",smoke,3.0
Erithaj (A. Morin),France,2014,Vietnam,Asia,80.0,70-80%,3,"B,S,C",hammy,3.0
Erithaj (A. Morin),France,2014,Vietnam,Asia,70.0,60-70%,3,"B,S,C",spicy,3.25
Erithaj (A. Morin),France,2014,Vietnam,Asia,70.0,60-70%,3,"B,S,C",green,3.25
Erithaj (A. Morin),France,2014,Vietnam,Asia,70.0,60-70%,3,"B,S,C",long,3.25
Erithaj (A. Morin),France,2014,Vietnam,Asia,70.0,60-70%,3,"B,S,C",intense,3.25
Erithaj (A. Morin),France,2014,Vietnam,Asia,74.0,70-80%,3,"B,S,C",smoke,3.25
Erithaj (A. Morin),France,2014,Vietnam,Asia,74.0,70-80%,3,"B,S,C",blackberry,3.25
Escazu,U.S.A.,2008,Venezuela,South America,72.0,70-80%,4,"B,S,C,V",woody,3.0
Escazu,U.S.A.,2008,Venezuela,South America,72.0,70-80%,4,"B,S,C,V",cocoa,3.0
Escazu,U.S.A.,2009,Costa Rica,North America,65.0,60-70%,4,"B,S,C,V",sticky,2.0
Escazu,U.S.A.,2009,Costa Rica,North America,65.0,60-70%,4,"B,S,C,V",medicinal,2.0
Escazu,U.S.A.,2009,Blend,Other,74.0,70-80%,4,"B,S,C,V",sweet,2.75
Escazu,U.S.A.,2009,Blend,Other,74.0,70-80%,4,"B,S,C,V",vanilla,2.75
Escazu,U.S.A.,2009,Blend,Other,74.0,70-80%,4,"B,S,C,V",sticky,2.75
Escazu,U.S.A.,2009,Venezuela,South America,81.0,80-90%,4,"B,S,C,V",hazelnut,3.5
Escazu,U.S.A.,2009,Venezuela,South America,81.0,80-90%,4,"B,S,C,V",fruit,3.5
Escazu,U.S.A.,2012,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",nutty,2.75
Escazu,U.S.A.,2012,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",off notes,2.75
Escazu,U.S.A.,2021,Blend,Other,65.0,60-70%,3,"B,S,C",sweet,3.0
Escazu,U.S.A.,2021,Blend,Other,65.0,60-70%,3,"B,S,C",cocoa,3.0
Ethel's Artisan (Mars),U.S.A.,2011,Blend,Other,55.0,50-60%,4,"B,S,C,V",gritty,2.5
Ethel's Artisan (Mars),U.S.A.,2011,Trinidad,North America,55.0,50-60%,4,"B,S,C,V",grits,2.5
Ethel's Artisan (Mars),U.S.A.,2011,Trinidad,North America,55.0,50-60%,4,"B,S,C,V",very sweet,2.5
Ethel's Artisan (Mars),U.S.A.,2011,Trinidad,North America,55.0,50-60%,4,"B,S,C,V",banana,2.5
Ethel's Artisan (Mars),U.S.A.,2011,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",strong vanilla,2.5
Ethel's Artisan (Mars),U.S.A.,2011,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",strawberry,2.5
Ethel's Artisan (Mars),U.S.A.,2011,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",nut,2.5
Ethel's Artisan (Mars),U.S.A.,2011,Blend,Other,62.0,60-70%,4,"B,S,C,V",gritty,2.5
Ethel's Artisan (Mars),U.S.A.,2011,Blend,Other,62.0,60-70%,4,"B,S,C,V",sweet,2.5
Ethel's Artisan (Mars),U.S.A.,2011,Blend,Other,62.0,60-70%,4,"B,S,C,V",vanilla,2.5
Ethel's Artisan (Mars),U.S.A.,2011,Blend,Other,62.0,60-70%,4,"B,S,C,V",woody,2.5
Ethel's Artisan (Mars),U.S.A.,2011,Blend,Other,62.0,60-70%,4,"B,S,C,V",sweet,2.75
Ethel's Artisan (Mars),U.S.A.,2011,Blend,Other,62.0,60-70%,4,"B,S,C,V",vanilla,2.75
Ethereal,U.S.A.,2014,Belize,North America,80.0,70-80%,3,"B,S,C",mild fruit,3.0
Ethereal,U.S.A.,2014,Belize,North America,80.0,70-80%,3,"B,S,C",earthy,3.0
Ethereal,U.S.A.,2014,Ecuador,South America,80.0,70-80%,3,"B,S,C",spicy,3.5
Ethereal,U.S.A.,2014,Ecuador,South America,80.0,70-80%,3,"B,S,C",roasty,3.5
Ethereal,U.S.A.,2014,Ecuador,South America,80.0,70-80%,3,"B,S,C",mild bitter,3.5
Ethereal,U.S.A.,2014,Dominican Republic,North America,80.0,70-80%,3,"B,S,C",coarse,3.75
Ethereal,U.S.A.,2014,Dominican Republic,North America,80.0,70-80%,3,"B,S,C",mild bitter,3.75
Ethereal,U.S.A.,2014,Dominican Republic,North America,80.0,70-80%,3,"B,S,C",raisin,3.75
Ethereal,U.S.A.,2021,Uganda,Africa,70.0,60-70%,3,"B,S,C",sandy,3.0
Ethereal,U.S.A.,2021,Uganda,Africa,70.0,60-70%,3,"B,S,C",basic cocoa,3.0
Ethereal,U.S.A.,2021,Uganda,Africa,70.0,60-70%,3,"B,S,C",sweet,3.0
Fearless (AMMA),U.S.A.,2010,Brazil,South America,75.0,70-80%,2,"B,S",perfume,2.75
Fearless (AMMA),U.S.A.,2010,Brazil,South America,75.0,70-80%,2,"B,S",floral,2.75
